Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
1,SPX Index ,-6.148187272498052,7.675817463198466e-08,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
1,VIX Index  (L1),1.2255245668778592,0.9961575753832719,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
1,Freddie Mac 30 Year Mortgage Rate,-2.6121038465324258,0.09052136360432911,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
1,U.S. 5-year Treasury constant maturity rate,-1.6489062575359628,0.4576109062077111,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
1,CDX HY Spread,-6.497759263589517,1.1825679956548561e-08,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
1,CDX IG Spread,-0.6430448251148946,0.8609560724324439,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
2,SPX Index ,-2.0686008674613445,0.2573262920626448,-3.889265672705068,-3.0543579727254224,-2.66698384083045
2,VIX Index  (L1),-2.1590813699563345,0.22143016734311854,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,Freddie Mac 30 Year Mortgage Rate,-2.198363744288677,0.2068398592168696,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,U.S. 5-year Treasury constant maturity rate,-2.0509330592033965,0.264696519395888,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,CDX HY Spread,-3.6212307815065428,0.005367874568899986,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,CDX IG Spread,-3.2624494470172993,0.0166427271339631,-4.223238279489106,-3.189368925619835,-2.729839421487603
3,SPX Index ,0.5844725502302596,0.987226585038489,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
3,VIX Index  (L1),-2.338285033727295,0.15991733492427518,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,Freddie Mac 30 Year Mortgage Rate,-0.5655215000884043,0.8785840042025012,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
3,U.S. 5-year Treasury constant maturity rate,-7.7010991095892045,1.3386657698994195e-11,-4.223238279489106,-3.189368925619835,-2.729839421487603
3,CDX HY Spread,1.6897034053992435,0.9981032236917674,-4.223238279489106,-3.189368925619835,-2.729839421487603
3,CDX IG Spread,-1.8924357819015032,0.33562788218898587,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
4,SPX Index ,-3.2728351191849216,0.016137280936679647,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
4,VIX Index  (L1),-0.5138489404470676,0.8892855176677645,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
4,Freddie Mac 30 Year Mortgage Rate,-0.10144348135729966,0.9492945672283669,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,U.S. 5-year Treasury constant maturity rate,-1.5803632862133232,0.4934497196657484,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
4,CDX HY Spread,-2.758038284311386,0.06452218816678053,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,CDX IG Spread,-1.4992587759613114,0.5338779799255472,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,SPX Index ,11.30170412660095,1.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,VIX Index  (L1),0.646697264843825,0.9887118292479727,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
5,Freddie Mac 30 Year Mortgage Rate,-2.5268260504761058,0.10908293204324487,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
5,U.S. 5-year Treasury constant maturity rate,-1.318312748081048,0.6207531238288504,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,CDX HY Spread,-3.4127487697930228,0.010531868896415855,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
5,CDX IG Spread,-0.7847266018864913,0.8235673957614553,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,SPX Index ,-23.31731891943169,0.0,-4.223238279489106,-3.189368925619835,-2.729839421487603
6,VIX Index  (L1),-1.5422109947567022,0.5125365134242974,-4.223238279489106,-3.189368925619835,-2.729839421487603
6,Freddie Mac 30 Year Mortgage Rate,-5.225228311956823,7.807114214220709e-06,-4.223238279489106,-3.189368925619835,-2.729839421487603
6,U.S. 5-year Treasury constant maturity rate,-3.7259373477307594,0.003762765942397182,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,CDX HY Spread,-1.4104247647779922,0.5772682770059432,-4.223238279489106,-3.189368925619835,-2.729839421487603
6,CDX IG Spread,-2.297905041110049,0.17264452772051503,-4.223238279489106,-3.189368925619835,-2.729839421487603
7,SPX Index ,0.6094547364505151,0.9878463684769814,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,VIX Index  (L1),1.4450002153910868,0.9973092827347962,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,Freddie Mac 30 Year Mortgage Rate,-2.7201283816912603,0.0706194747905477,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,U.S. 5-year Treasury constant maturity rate,-1.7056845405276126,0.428186036232002,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,CDX HY Spread,-89.89210988265297,0.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,CDX IG Spread,0.7542010027685214,0.990859736554043,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,SPX Index ,-3.6258495290796384,0.00528564141096772,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,VIX Index  (L1),-1.7106883147749496,0.42561411986377934,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
8,Freddie Mac 30 Year Mortgage Rate,0.7289772180503521,0.9903987684090216,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
