Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
1,SPX Index ,2.448313356333994,0.9990312623382476,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
1,VIX Index  (L1),-0.31813482727509657,0.922896338153227,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
1,Freddie Mac 30 Year Mortgage Rate,-2.2836340905257733,0.1773006411763784,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
1,U.S. 5-year Treasury constant maturity rate,-2.6482463122799196,0.08342996541959063,-3.8092091249999998,-3.0216450000000004,-2.6507125
1,CDX HY Spread,-0.4826094744028063,0.8953656964010093,-3.8092091249999998,-3.0216450000000004,-2.6507125
1,CDX IG Spread,1.1204537462995894,0.995387461580913,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
2,SPX Index ,-0.5263594030523788,0.8867691855220001,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,VIX Index  (L1),-1.8489519810296824,0.3564432179212354,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,Freddie Mac 30 Year Mortgage Rate,-1.1782411224661262,0.6828851052585876,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,U.S. 5-year Treasury constant maturity rate,-1.9946672373714676,0.2889162138626227,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,CDX HY Spread,-1.6986264952733394,0.4318202864171554,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,CDX IG Spread,-1.1107240106784009,0.7107764008984929,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
3,SPX Index ,-2.26220634868688,0.18444694298376885,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,VIX Index  (L1),-5.603942852920417,1.2465325444062912e-06,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,Freddie Mac 30 Year Mortgage Rate,-0.20062100112439213,0.9384475552595727,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,U.S. 5-year Treasury constant maturity rate,0.15178154333348937,0.9694237376904831,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,CDX HY Spread,-4.059179606977866,0.0011304398796338814,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,CDX IG Spread,0.21892211810370854,0.9733031309041793,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,SPX Index ,-0.07861981718357576,0.9515268808418177,-4.223238279489106,-3.189368925619835,-2.729839421487603
4,VIX Index  (L1),-3.058835446061225,0.02975336817470928,-4.223238279489106,-3.189368925619835,-2.729839421487603
4,Freddie Mac 30 Year Mortgage Rate,-2.091267083869031,0.24804061956382412,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
4,U.S. 5-year Treasury constant maturity rate,-1.858921347595294,0.3516255448932915,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
4,CDX HY Spread,-3.3230774967577057,0.013877901609809598,-4.223238279489106,-3.189368925619835,-2.729839421487603
4,CDX IG Spread,1.9653387567476281,0.998626183820266,-4.223238279489106,-3.189368925619835,-2.729839421487603
5,SPX Index ,-1.7253097930582608,0.418121541520353,-3.8092091249999998,-3.0216450000000004,-2.6507125
5,VIX Index  (L1),-1.787480296868005,0.3866948544084825,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,Freddie Mac 30 Year Mortgage Rate,-5.790438645371399,4.886574180395797e-07,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,U.S. 5-year Treasury constant maturity rate,-2.479082856884705,0.12064699217231956,-3.8092091249999998,-3.0216450000000004,-2.6507125
5,CDX HY Spread,-0.9875701486688409,0.7577707641189959,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
5,CDX IG Spread,-2.0684654374621285,0.2573823497572537,-3.8092091249999998,-3.0216450000000004,-2.6507125
6,SPX Index ,1.0844091814185823,0.995081340059167,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,VIX Index  (L1),0.50783638294246,0.9851093407077929,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
6,Freddie Mac 30 Year Mortgage Rate,-1.2676467880714821,0.6438409554986058,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
6,U.S. 5-year Treasury constant maturity rate,-1.56818254759819,0.49955389433853237,-4.223238279489106,-3.189368925619835,-2.729839421487603
6,CDX HY Spread,0.7441058427836802,0.9906782008207214,-4.223238279489106,-3.189368925619835,-2.729839421487603
6,CDX IG Spread,1.9997131497971707,0.9986725783534623,-4.223238279489106,-3.189368925619835,-2.729839421487603
7,SPX Index ,-2.964285822469763,0.03836695299585611,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,VIX Index  (L1),-4.355051036808946,0.0003561873474656446,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,Freddie Mac 30 Year Mortgage Rate,-0.8452109457949262,0.8054797691999213,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,U.S. 5-year Treasury constant maturity rate,-3.862861893122952,0.0023258152582486227,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
7,CDX HY Spread,-15.978754399296973,6.873331653076845e-29,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,CDX IG Spread,-2.698747385080373,0.07425527706229688,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,SPX Index ,-3.9636317589216405,0.0016133872527809825,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,VIX Index  (L1),-0.7642191445956822,0.8294071952078159,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,Freddie Mac 30 Year Mortgage Rate,-1.209203420559196,0.6696241550268421,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
8,U.S. 5-year Treasury constant maturity rate,2.7101280125551654,0.9990874864915796,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
8,CDX HY Spread,-0.5767124597922458,0.8761577136422891,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,CDX IG Spread,-8.460181920803295,1.575019173900994e-13,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
9,SPX Index ,1.2383761597506844,0.996240591680009,-4.223238279489106,-3.189368925619835,-2.729839421487603
9,VIX Index  (L1),4.894942253194344,1.0,-4.223238279489106,-3.189368925619835,-2.729839421487603
9,Freddie Mac 30 Year Mortgage Rate,-1.2948092923957855,0.6315437101103547,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
9,U.S. 5-year Treasury constant maturity rate,-6.164725692940037,7.034938105528523e-08,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
9,CDX HY Spread,1.7673051455296451,0.9982819192486604,-4.223238279489106,-3.189368925619835,-2.729839421487603
9,CDX IG Spread,-1.0294245217769502,0.7423816986079526,-4.223238279489106,-3.189368925619835,-2.729839421487603
10,SPX Index ,-1.318916750266322,0.6204740571832816,-3.8092091249999998,-3.0216450000000004,-2.6507125
10,VIX Index  (L1),1.9106992013220043,0.9985450393898613,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
10,Freddie Mac 30 Year Mortgage Rate,-2.1283383337465756,0.23327331938083284,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
10,U.S. 5-year Treasury constant maturity rate,-2.0858493496464234,0.25024258608954064,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
10,CDX HY Spread,-0.8522926659984115,0.8032770990765079,-3.8092091249999998,-3.0216450000000004,-2.6507125
10,CDX IG Spread,-1.3410543307537546,0.6101870080553229,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
11,SPX Index ,3.067634054278937,1.0,-4.223238279489106,-3.189368925619835,-2.729839421487603
11,VIX Index  (L1),-4.189873867407673,0.0006853941709096527,-4.223238279489106,-3.189368925619835,-2.729839421487603
11,Freddie Mac 30 Year Mortgage Rate,-0.20308741393477028,0.9381526039274527,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
