Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
1,SPX Index ,-2.381427373084079,0.14704715366461468,-4.223238279489106,-3.189368925619835,-2.729839421487603
1,VIX Index  (L1),-2.346906522044889,0.15728544506002035,-4.223238279489106,-3.189368925619835,-2.729839421487603
1,Freddie Mac 30 Year Mortgage Rate,-2.5548478620437156,0.10269291749881565,-4.223238279489106,-3.189368925619835,-2.729839421487603
1,U.S. 5-year Treasury constant maturity rate,-2.2001222756056027,0.20620108085497102,-4.223238279489106,-3.189368925619835,-2.729839421487603
1,CDX HY Spread,-2.8933393069064297,0.04612804605233767,-3.889265672705068,-3.0543579727254224,-2.66698384083045
1,CDX IG Spread,-2.174046117349728,0.21579968556416296,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,SPX Index ,0.36455392662050407,0.9801198809584549,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,VIX Index  (L1),-3.768268860875904,0.0032491716497669025,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,Freddie Mac 30 Year Mortgage Rate,-3.776925908386953,0.003152414973661601,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,U.S. 5-year Treasury constant maturity rate,-2.983607771615012,0.036453844878478185,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
2,CDX HY Spread,2.269389899712598,0.9989349087953494,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,CDX IG Spread,-0.5531317155799321,0.8812246294373091,-4.223238279489106,-3.189368925619835,-2.729839421487603
3,SPX Index ,-1.6860146392953401,0.43833217782162437,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
3,VIX Index  (L1),-3.512706159991268,0.007666706635736,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
3,Freddie Mac 30 Year Mortgage Rate,-1.3281222521099405,0.6162101801409267,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
3,U.S. 5-year Treasury constant maturity rate,0.5399024938399872,0.9860367459384292,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
3,CDX HY Spread,-3.4406670237609824,0.009648232000778878,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
