Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
8,SPX Index ,-2.1502606014962407,0.2247903524519595,-3.9240193847656246,-3.0684982031250003,-2.67389265625
8,VIX Index  (L1),-1.8044792891425618,0.37824012953140673,-3.9240193847656246,-3.0684982031250003,-2.67389265625
8,Freddie Mac 30 Year Mortgage Rate,-2.084700761920495,0.2507108344348765,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
8,U.S. 5-year Treasury constant maturity rate,-2.505380747256291,0.11417061404605733,-4.331573,-3.23295,-2.7487
8,CDX HY Spread,-1.9878072032265928,0.2919446718981763,-3.9240193847656246,-3.0684982031250003,-2.67389265625
8,CDX IG Spread,-1.9425300806514434,0.31232555360792,-4.331573,-3.23295,-2.7487
9,SPX Index ,-3.1956408748966583,0.020238393111115,-4.223238279489106,-3.189368925619835,-2.729839421487603
9,VIX Index  (L1),-2.161587828745867,0.22048094437214732,-4.223238279489106,-3.189368925619835,-2.729839421487603
9,Freddie Mac 30 Year Mortgage Rate,-1.4797302181818333,0.5435136226421855,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
9,U.S. 5-year Treasury constant maturity rate,-1.3813577431458597,0.5911801046292257,-4.223238279489106,-3.189368925619835,-2.729839421487603
9,CDX HY Spread,-2.536834313616921,0.10676737877372006,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
9,CDX IG Spread,-1.0939114882060317,0.7174938156784151,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
10,SPX Index ,-7.171929102674559,2.7900165578418304e-10,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
10,VIX Index  (L1),-2.190224360242781,0.20981256235456042,-3.9240193847656246,-3.0684982031250003,-2.67389265625
10,Freddie Mac 30 Year Mortgage Rate,-2.9812358112628172,0.036684286326405184,-4.223238279489106,-3.189368925619835,-2.729839421487603
10,U.S. 5-year Treasury constant maturity rate,-4.857904519256411,4.2087252671071646e-05,-4.223238279489106,-3.189368925619835,-2.729839421487603
10,CDX HY Spread,-1.5638650406774097,0.5017154067238911,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
10,CDX IG Spread,0.6057221300655272,0.9877558238996383,-4.223238279489106,-3.189368925619835,-2.729839421487603
11,SPX Index ,-4.1708915114233065,0.0007377780273032332,-4.223238279489106,-3.189368925619835,-2.729839421487603
11,VIX Index  (L1),-4.460184613597663,0.00023191154329433423,-4.223238279489106,-3.189368925619835,-2.729839421487603
11,Freddie Mac 30 Year Mortgage Rate,-1.8043230402937498,0.3783175461955008,-4.223238279489106,-3.189368925619835,-2.729839421487603
11,U.S. 5-year Treasury constant maturity rate,-2.457469680451557,0.12616821846774123,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
11,CDX HY Spread,-11.247039539691743,1.7492054663888797e-20,-4.223238279489106,-3.189368925619835,-2.729839421487603
11,CDX IG Spread,-9.228352958782525,1.704823369700686e-15,-4.223238279489106,-3.189368925619835,-2.729839421487603
12,SPX Index ,0.9277909121176855,0.9934424960135406,-4.223238279489106,-3.189368925619835,-2.729839421487603
12,VIX Index  (L1),-2.016426503416078,0.2794174175658567,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
12,Freddie Mac 30 Year Mortgage Rate,-1.5640214800829146,0.5016371080051376,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
12,U.S. 5-year Treasury constant maturity rate,-0.43232576694724895,0.9045600214813145,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
12,CDX HY Spread,-0.87813290009727,0.7950882543258067,-4.223238279489106,-3.189368925619835,-2.729839421487603
12,CDX IG Spread,-1.1449068626191512,0.696835568094779,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
