Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
1,SPX Index ,3.5720627613470297,1.0,-4.223238279489106,-3.189368925619835,-2.729839421487603
1,VIX Index  (L1),-2.853655520612979,0.051008752901275774,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
1,Freddie Mac 30 Year Mortgage Rate,-1.8038256667227386,0.3785640172703074,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
1,U.S. 5-year Treasury constant maturity rate,-2.2881041843563277,0.17583331673751096,-3.9240193847656246,-3.0684982031250003,-2.67389265625
1,CDX HY Spread,-2.286380952624862,0.17639801338859507,-3.889265672705068,-3.0543579727254224,-2.66698384083045
1,CDX IG Spread,-2.6318998616289964,0.08658179725421494,-3.889265672705068,-3.0543579727254224,-2.66698384083045
2,SPX Index ,0.22419932433572407,0.9735866634474366,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,VIX Index  (L1),7.522695899913227,1.0,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,Freddie Mac 30 Year Mortgage Rate,-3.350184362855161,0.012778938025296236,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,U.S. 5-year Treasury constant maturity rate,-2.860359674796265,0.05015562986092255,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
2,CDX HY Spread,-1.6672651921453951,0.4480524164021622,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,CDX IG Spread,-2.673835227895328,0.07867637979422348,-3.889265672705068,-3.0543579727254224,-2.66698384083045
3,SPX Index ,-1.3784702847108412,0.592553112725505,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
3,VIX Index  (L1),-1.4961096784119792,0.5354349400236452,-3.769732625845229,-3.005425537190083,-2.6425009917355373
3,Freddie Mac 30 Year Mortgage Rate,-1.725497597382531,0.4180255322122153,-3.769732625845229,-3.005425537190083,-2.6425009917355373
3,U.S. 5-year Treasury constant maturity rate,-1.3112880620439111,0.6239923186027854,-3.769732625845229,-3.005425537190083,-2.6425009917355373
3,CDX HY Spread,-2.3709870430779088,0.15009307084425927,-3.889265672705068,-3.0543579727254224,-2.66698384083045
3,CDX IG Spread,-4.727896127661916,7.456405697927115e-05,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
4,SPX Index ,8.514529998069463,1.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,VIX Index  (L1),-5.292134160957725,5.684865163110626e-06,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,Freddie Mac 30 Year Mortgage Rate,-0.7772385962782693,0.8257168032289077,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
4,U.S. 5-year Treasury constant maturity rate,1.244969394925585,0.9962823181379168,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,CDX HY Spread,2.843633819106624,1.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,CDX IG Spread,-1.6543236649481416,0.45478649204226257,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,SPX Index ,-0.9098652253216708,0.7847062991130458,-4.223238279489106,-3.189368925619835,-2.729839421487603
5,VIX Index  (L1),-2.8661229797498122,0.049431640560231214,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
5,Freddie Mac 30 Year Mortgage Rate,-1.8762176922722316,0.34333042144120174,-4.223238279489106,-3.189368925619835,-2.729839421487603
5,U.S. 5-year Treasury constant maturity rate,-2.0159125829068016,0.2796398639614674,-4.223238279489106,-3.189368925619835,-2.729839421487603
5,CDX HY Spread,-2.0826187853700784,0.251560863776083,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
