Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
1,SPX Index ,1.4758626228714455,0.9974329385206624,-4.223238279489106,-3.189368925619835,-2.729839421487603
1,VIX Index  (L1),-2.2304873221190786,0.19536693858378268,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
1,Freddie Mac 30 Year Mortgage Rate,-0.12763244031763404,0.9466157311639819,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
1,U.S. 5-year Treasury constant maturity rate,1.3256420052980846,0.9967487181660345,-3.9240193847656246,-3.0684982031250003,-2.67389265625
1,CDX HY Spread,-0.720057573926587,0.8414855457799841,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
1,CDX IG Spread,0.054402119728564374,0.9628064437836595,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,SPX Index ,-3.516569695922894,0.007571607840237956,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,VIX Index  (L1),-1.8878403291462953,0.33780284726570337,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
2,Freddie Mac 30 Year Mortgage Rate,-3.6428234978453293,0.004993178393371694,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
2,U.S. 5-year Treasury constant maturity rate,-0.5215231248388655,0.8877475289181205,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,CDX HY Spread,-0.4402000907880467,0.9031673521276871,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,CDX IG Spread,0.026083094750560677,0.9606367147614167,-4.223238279489106,-3.189368925619835,-2.729839421487603
3,SPX Index ,-0.7389597196084798,0.8363984145624231,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
3,VIX Index  (L1),-1.0534238946933459,0.7332842676080917,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
3,Freddie Mac 30 Year Mortgage Rate,-1.508707614430641,0.5291994929764916,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,U.S. 5-year Treasury constant maturity rate,-2.5276337909345776,0.10889466850303348,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
3,CDX HY Spread,0.38527967052630036,0.980936029904293,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,CDX IG Spread,-0.6831504292987742,0.8510658166672649,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,SPX Index ,-1.5606233932645175,0.5033375019726339,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,VIX Index  (L1),-2.210469057001327,0.20246775876296286,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
4,Freddie Mac 30 Year Mortgage Rate,-1.4335159582652204,0.5661069050263615,-3.8326031418574136,-3.0312271701414204,-2.655519584487535
4,U.S. 5-year Treasury constant maturity rate,-1.0822509721356104,0.7220978648606367,-3.8092091249999998,-3.0216450000000004,-2.6507125
4,CDX HY Spread,-1.4393826788062534,0.5632568203820127,-3.8092091249999998,-3.0216450000000004,-2.6507125
4,CDX IG Spread,-1.6266309818356164,0.46925467854946673,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,SPX Index ,-2.3620032272815394,0.1527490698572545,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,VIX Index  (L1),-1.923426453718146,0.32112207850242147,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,Freddie Mac 30 Year Mortgage Rate,-2.955218891729445,0.03929333254313111,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,U.S. 5-year Treasury constant maturity rate,-9.133650752608132,2.975534175200154e-15,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,CDX HY Spread,-2.284248648620586,0.17709842952222055,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
5,CDX IG Spread,-2.8376363188898037,0.05309554054438875,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
6,SPX Index ,-1.0674562467672757,0.7278740101839445,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,VIX Index  (L1),0.0132124573057091,0.959611202909164,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,Freddie Mac 30 Year Mortgage Rate,-2.844749677814527,0.052160431989389015,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
6,U.S. 5-year Treasury constant maturity rate,1.767141269346811,0.9982815713360734,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,CDX HY Spread,8.316718881284219,1.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,CDX IG Spread,1.391763075525601,0.997076399758129,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,SPX Index ,-1.6852275572545259,0.4387393047251899,-3.889265672705068,-3.0543579727254224,-2.66698384083045
7,VIX Index  (L1),-1.9674694663082664,0.30101616806406395,-4.223238279489106,-3.189368925619835,-2.729839421487603
7,Freddie Mac 30 Year Mortgage Rate,-0.23676641361311146,0.9339948960100521,-4.223238279489106,-3.189368925619835,-2.729839421487603
7,U.S. 5-year Treasury constant maturity rate,-1.2760316714482354,0.6400652833112057,-4.223238279489106,-3.189368925619835,-2.729839421487603
7,CDX HY Spread,-0.5890731730296928,0.8734319759437603,-4.223238279489106,-3.189368925619835,-2.729839421487603
7,CDX IG Spread,-0.4396636889119433,0.9032627691110968,-4.223238279489106,-3.189368925619835,-2.729839421487603
8,SPX Index ,-0.5759372159939335,0.8763270599100887,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
8,VIX Index  (L1),-2.219373767780031,0.1992891843896724,-3.7883858816542486,-3.013097747543462,-2.6463967573696143
8,Freddie Mac 30 Year Mortgage Rate,0.4536507464682271,0.9833941425946515,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
8,U.S. 5-year Treasury constant maturity rate,1.3028879431830662,0.9966250568703686,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
8,CDX HY Spread,-0.21043846813771716,0.9372658880087934,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
8,CDX IG Spread,-1.0641802027934235,0.729143076918442,-3.769732625845229,-3.005425537190083,-2.6425009917355373
