Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
1,SPX Index ,-2.1812645898048553,0.2131154603913069,-3.8092091249999998,-3.0216450000000004,-2.6507125
1,VIX Index  (L1),-3.246092163655892,0.017466974492600443,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
1,Freddie Mac 30 Year Mortgage Rate,-2.3147289913161773,0.16726157306082906,-3.8092091249999998,-3.0216450000000004,-2.6507125
1,U.S. 5-year Treasury constant maturity rate,-2.01076370883034,0.28187362176606007,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
1,CDX HY Spread,-6.935159419698192,1.0592561704177922e-09,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
1,CDX IG Spread,-8.458402446509922,1.5916118243148321e-13,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
2,SPX Index ,0.2503146566925529,0.9749465321790339,-4.331573,-3.23295,-2.7487
2,VIX Index  (L1),-0.16684819951450186,0.9423595781722236,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
2,Freddie Mac 30 Year Mortgage Rate,-1.9166962574424475,0.32424788703604335,-3.9240193847656246,-3.0684982031250003,-2.67389265625
2,U.S. 5-year Treasury constant maturity rate,-14.84845706610171,1.7922739513338712e-27,-4.331573,-3.23295,-2.7487
2,CDX HY Spread,0.145758847445833,0.9690499250389971,-4.331573,-3.23295,-2.7487
2,CDX IG Spread,-0.4728787791375137,0.8972012440459589,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,SPX Index ,-1.1847269420485398,0.6801310483914623,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,VIX Index  (L1),-3.4730825272205,0.008705908259481712,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,Freddie Mac 30 Year Mortgage Rate,-2.217636475646711,0.19990681415959338,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,U.S. 5-year Treasury constant maturity rate,2.4313676895386247,0.9990243152378019,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,CDX HY Spread,-0.10151706678267891,0.9492872179689557,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,CDX IG Spread,-2.4716053462698597,0.12253677648082661,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,SPX Index ,-0.17603959768024052,0.9413180202782755,-3.8092091249999998,-3.0216450000000004,-2.6507125
4,VIX Index  (L1),2.477865527596646,0.9990423635641625,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,Freddie Mac 30 Year Mortgage Rate,1.0590295112991048,0.9948513318465865,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,U.S. 5-year Treasury constant maturity rate,0.25550491394556296,0.975208412258328,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,CDX HY Spread,-1.5804296510672748,0.49341643950096203,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,CDX IG Spread,-1.5600133932469018,0.5036426619643978,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,SPX Index ,-3.2599663873443956,0.01676560992691033,-4.223238279489106,-3.189368925619835,-2.729839421487603
5,VIX Index  (L1),-1.1706044418635009,0.6861114278390185,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
5,Freddie Mac 30 Year Mortgage Rate,-6.948868010425037,9.80999307823723e-10,-4.223238279489106,-3.189368925619835,-2.729839421487603
5,U.S. 5-year Treasury constant maturity rate,-2.1069761831168936,0.24171871192388406,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
5,CDX HY Spread,-4.002588053255781,0.0013970199124681464,-4.223238279489106,-3.189368925619835,-2.729839421487603
5,CDX IG Spread,-2.6702837563476876,0.07932313995974155,-3.889265672705068,-3.0543579727254224,-2.66698384083045
6,SPX Index ,0.028165230017156016,0.9608002694336715,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
6,VIX Index  (L1),-139.70377587050217,0.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,Freddie Mac 30 Year Mortgage Rate,0.3804463633317407,0.9807487946526998,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,U.S. 5-year Treasury constant maturity rate,-0.2723689126354799,0.9293275780237668,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
6,CDX HY Spread,-1.7928976389079867,0.38399347640191195,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
6,CDX IG Spread,-0.9554061670115477,0.7691796074430892,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,SPX Index ,0.08707635247402132,0.965167579194006,-3.8092091249999998,-3.0216450000000004,-2.6507125
7,VIX Index  (L1),-2.478124576921114,0.12088797646049215,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,Freddie Mac 30 Year Mortgage Rate,0.054620020135764225,0.9628226869037324,-3.8092091249999998,-3.0216450000000004,-2.6507125
7,U.S. 5-year Treasury constant maturity rate,-0.7031863191976183,0.845922482152781,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,CDX HY Spread,-0.9966255743726892,0.7544930547916888,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
7,CDX IG Spread,-0.7177573980957289,0.8420962004720778,-3.8092091249999998,-3.0216450000000004,-2.6507125
8,SPX Index ,1.814091398941259,0.9983765594265038,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,VIX Index  (L1),-4.4545984618046335,0.0002373166330055607,-3.8092091249999998,-3.0216450000000004,-2.6507125
8,Freddie Mac 30 Year Mortgage Rate,-2.8603715507624843,0.0501541290810535,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
8,U.S. 5-year Treasury constant maturity rate,0.7278094207535891,0.990376823692541,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
8,CDX HY Spread,-2.8972354108476805,0.0456704273677956,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
8,CDX IG Spread,-1.3062439322517172,0.6263108875407235,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
9,SPX Index ,5.064468130568869,1.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
9,VIX Index  (L1),-3.009924718278596,0.033977894127171136,-3.9644434814814815,-3.0849081481481484,-2.6818144444444445
9,Freddie Mac 30 Year Mortgage Rate,-1.6878614888648302,0.4373772047137563,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
