Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
1,SPX Index ,-1.826600976330248,0.36733729131335335,-3.8092091249999998,-3.0216450000000004,-2.6507125
1,VIX Index  (L1),2.452186656655037,0.9990327902807031,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
1,Freddie Mac 30 Year Mortgage Rate,-0.3873811730155068,0.9121844457189279,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
1,U.S. 5-year Treasury constant maturity rate,-2.2113079232778845,0.20216696195637418,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
1,CDX HY Spread,-3.873001319074853,0.00224277595995544,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
1,CDX IG Spread,-1.3619818542242692,0.6003607784016805,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
2,SPX Index ,1.0753714136611907,0.995000848358759,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,VIX Index  (L1),0.9850916643272938,0.9941061309790381,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,Freddie Mac 30 Year Mortgage Rate,-2.110058977699598,0.24048912065861638,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,U.S. 5-year Treasury constant maturity rate,-1.7063708166640303,0.4278330659202369,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,CDX HY Spread,1.037066490124545,0.9946420478071067,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,CDX IG Spread,1.085959295767247,0.99509499140469,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
3,SPX Index ,1.0636809177361253,0.9948944175268674,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,VIX Index  (L1),-2.2131267325437283,0.20151575271846134,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,Freddie Mac 30 Year Mortgage Rate,-2.1032264497762236,0.24321921062357166,-3.9240193847656246,-3.0684982031250003,-2.67389265625
3,U.S. 5-year Treasury constant maturity rate,-1.0096704201768483,0.7497209168307196,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
3,CDX HY Spread,-3.0161507933158824,0.0334134005837495,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,CDX IG Spread,-2.1864002731185974,0.21121834709325488,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,SPX Index ,-1.8350611619266515,0.36319890958670364,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,VIX Index  (L1),-3.5070784048376624,0.007807155680150611,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,Freddie Mac 30 Year Mortgage Rate,-1.5136311036848455,0.5267577735591324,-3.8092091249999998,-3.0216450000000004,-2.6507125
4,U.S. 5-year Treasury constant maturity rate,-2.493529750555626,0.11705655397424192,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,CDX HY Spread,-1.2330703710084168,0.6592103968719438,-3.8092091249999998,-3.0216450000000004,-2.6507125
4,CDX IG Spread,-2.8685679544597105,0.04912711087830675,-3.8092091249999998,-3.0216450000000004,-2.6507125
5,SPX Index ,-3.9751977657822364,0.001546098790940498,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,VIX Index  (L1),-0.8161268966427183,0.8143389549847133,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
5,Freddie Mac 30 Year Mortgage Rate,7.415867347846713,1.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,U.S. 5-year Treasury constant maturity rate,-0.90270008309904,0.7870819410809087,-3.8092091249999998,-3.0216450000000004,-2.6507125
5,CDX HY Spread,-2.1135859593809596,0.2390868274018988,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
5,CDX IG Spread,-3.5723935004431135,0.006311274385324809,-3.9240193847656246,-3.0684982031250003,-2.67389265625
6,SPX Index ,-2.8743105865608154,0.04841791988852696,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
6,VIX Index  (L1),-4.090852321994607,0.0010027997489170798,-3.889265672705068,-3.0543579727254224,-2.66698384083045
6,Freddie Mac 30 Year Mortgage Rate,-1.9369496012033585,0.31488338984224495,-3.8092091249999998,-3.0216450000000004,-2.6507125
6,U.S. 5-year Treasury constant maturity rate,-0.23025747843092428,0.9348175859157211,-3.889265672705068,-3.0543579727254224,-2.66698384083045
6,CDX HY Spread,-6.898922465358406,1.2971112395713525e-09,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
