Month,Column,ADF Statistic,p-value,Critical Value (1%),Critical Value (5%),Critical Value (10%)
1,SPX Index ,0.4724927891018236,0.9840126169165212,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
1,VIX Index  (L1),1.8776610379250984,0.9984912197847949,-4.223238279489106,-3.189368925619835,-2.729839421487603
1,Freddie Mac 30 Year Mortgage Rate,0.027400914663927488,0.9607403067176274,-4.223238279489106,-3.189368925619835,-2.729839421487603
1,U.S. 5-year Treasury constant maturity rate,0.33527790861802637,0.9789063682905781,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
1,CDX HY Spread,-1.6951040791600724,0.43363675166091203,-4.223238279489106,-3.189368925619835,-2.729839421487603
1,CDX IG Spread,-1.8967348412702645,0.3335987001249735,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
2,SPX Index ,-1.8639273666230252,0.3492163598964554,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,VIX Index  (L1),-12.146033617092325,1.6099916697352958e-22,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,Freddie Mac 30 Year Mortgage Rate,-1.8213532266527621,0.36991311909529334,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,U.S. 5-year Treasury constant maturity rate,-1.7855320978562608,0.3876678928885332,-3.859073285322359,-3.0420456927297668,-2.6609064197530863
2,CDX HY Spread,-2.277578549728057,0.17930132585140696,-4.223238279489106,-3.189368925619835,-2.729839421487603
2,CDX IG Spread,-6.370233775100159,2.3549349689271896e-08,-4.223238279489106,-3.189368925619835,-2.729839421487603
3,SPX Index ,-1.5434480128251877,0.5119193133426793,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,VIX Index  (L1),-1.4754595943971893,0.5456143234984787,-3.8092091249999998,-3.0216450000000004,-2.6507125
3,Freddie Mac 30 Year Mortgage Rate,-0.6303936057655947,0.8639653760546033,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,U.S. 5-year Treasury constant maturity rate,-2.618744546778601,0.08918470430557207,-3.8092091249999998,-3.0216450000000004,-2.6507125
3,CDX HY Spread,-0.2855662502658055,0.9275238520699773,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
3,CDX IG Spread,-17.336930498579775,5.368372823185294e-30,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
4,SPX Index ,-1.1711317893475635,0.6858892096261036,-3.8092091249999998,-3.0216450000000004,-2.6507125
4,VIX Index  (L1),-0.17319520820472564,0.9416421666307048,-3.8092091249999998,-3.0216450000000004,-2.6507125
4,Freddie Mac 30 Year Mortgage Rate,3.0049927716063385,1.0,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,U.S. 5-year Treasury constant maturity rate,-3.158348053746123,0.022525834194593555,-4.068853732362312,-3.1271488757396453,-2.7017297633136095
4,CDX HY Spread,2.0623183161187297,0.9987486532258909,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
4,CDX IG Spread,1.2423383966764856,0.996265736748417,-4.01203360058309,-3.1041838775510207,-2.6909873469387753
5,SPX Index ,0.07496951952186892,0.9643100070989881,-4.137829282407408,-3.1549724074074077,-2.7144769444444443
